期刊名称,JCR_2024JIF,JCR_Quartile,JCR_JIF_rank,JCR_Category,CAS_分区,CAS_Top,CAS_OpenAccess,ISSN,EISSN,出版商,国家,EI_学科,数据来源
JOURNAL OF ENERGY SYSTEMS,,,,,,,,-,26022052,Erol Kurt,Turkey,"Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment; Management, Monitoring, Policy and Law",EI
JOURNAL OF ENGINEERED FIBERS AND FABRICS,2.3,Q2,9/31,"MATERIALS SCIENCE, TEXTILES(SCIE)",4,否,是,-,15589250,SAGE Publications Ltd,United States,Materials Science (all),JCR+CAS+EI
JOURNAL OF ENGINEERING,2.3,Q2,56/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",4,否,是,-,20513305,John Wiley and Sons Ltd,United Kingdom,Software; Energy Engineering and Power Technology; Engineering (all),JCR+CAS+EI
JOURNAL OF ENGINEERING AND APPLIED SCIENCE,,,,,,,,11101903,25369512,Springer Nature,Germany,Engineering (all),EI
JOURNAL OF ENGINEERING AND SCIENCE IN MEDICAL DIAGNOSTICS AND THERAPY,,,,,,,,25727958,25727966,American Society of Mechanical Engineers (ASME),United States,Biomedical Engineering; Mechanical Engineering; Medicine (miscellaneous),EI
JOURNAL OF ENGINEERING AND TECHNOLOGICAL SCIENCES,0.7,Q3,122/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",4,否,是,23375779,23385502,"Institute for Research and Community Services, Institut Teknologi Bandung",Indonesia,Chemical Engineering (miscellaneous); Earth-Surface Processes; Engineering (all); Engineering (miscellaneous); Civil and Structural Engineering; Mechanical Engineering; Environmental Science (miscellaneous); Materials Science (miscellaneous),JCR+CAS+EI
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,3.9,Q2,136/420,"BUSINESS(SSCI);ENGINEERING, INDUSTRIAL(SCIE);MANAGEMENT(SSCI)",3,否,否,,,,,,JCR+CAS
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT - JET-M,,,,,,,,09234748,18791719,Elsevier B.V.,Netherlands,Strategy and Management; Industrial Relations; Information Systems and Management; Management Science and Operations Research; Engineering (all),EI
JOURNAL OF ENGINEERING DESIGN,3.4,Q1,37/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE)",2,否,否,09544828,14661837,Taylor and Francis Ltd.,United Kingdom,Engineering (all),JCR+CAS+EI
JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY,2.7,Q2,48/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENGINEERING EDUCATION,3.4,Q1,70/756,"EDUCATION & EDUCATIONAL RESEARCH(SSCI);EDUCATION, SCIENTIFIC DISCIPLINES(SCIE);ENGINEERING, MULTIDISCIPLINARY(SCIE)",2,否,否,10694730,21689830,John Wiley and Sons Inc,United Kingdom,Engineering (all); Education,JCR+CAS+EI
JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER,,,,,,,,07424795,15288919,American Society of Mechanical Engineers (ASME),United States,Energy Engineering and Power Technology; Fuel Technology; Nuclear Energy and Engineering; Aerospace Engineering; Mechanical Engineering,EI
JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME,2.1,Q2,91/182,"ENGINEERING, MECHANICAL(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY,,,,,,,,00944289,15288889,American Society of Mechanical Engineers (ASME),United States,Mechanical Engineering; Mechanics of Materials; Materials Science (all); Condensed Matter Physics,EI
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,1.9,Q3,103/182,"ENGINEERING, MECHANICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENGINEERING MATHEMATICS,1.4,Q3,90/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE)",4,否,否,00220833,15732703,Springer Science and Business Media B.V.,Netherlands,Engineering (all); Mathematics (all),JCR+CAS+EI
JOURNAL OF ENGINEERING MECHANICS,3.2,Q2,52/182,"ENGINEERING, MECHANICAL(SCIE)",3,否,否,07339399,19437889,American Society of Civil Engineers (ASCE),United States,Mechanical Engineering; Mechanics of Materials,JCR+CAS+EI
JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS,0.5,Q4,78/79,THERMODYNAMICS(ESCI),4,否,否,10620125,1573871X,Springer,United States,Engineering (all); Condensed Matter Physics,JCR+CAS+EI
JOURNAL OF ENGINEERING RESEARCH,2.2,Q2,60/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE)",4,否,是,,,,,,JCR+CAS
JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY,0.5,Q4,142/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY REVIEW,,,,,,,,17919320,17912377,International Hellenic University School of Science and Technology,Greece,Engineering (all),EI
JOURNAL OF ENGINEERING SCIENCES-UKRAINE,0.6,Q3,131/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",,,,,,,,,JCR
JOURNAL OF ENGINEERING TECHNOLOGY,1.6,Q2,79/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE)",4,否,否,07479964,-,American Society for Engineering Education,United States,Engineering (all),JCR+CAS+EI
JOURNAL OF ENGINEERING THERMOPHYSICS,1.4,Q3,57/79,"ENGINEERING, MECHANICAL(SCIE);MECHANICS(SCIE);THERMODYNAMICS(SCIE)",4,否,否,18102328,19905432,Pleiades Publishing,Russian Federation,Energy Engineering and Power Technology; Environmental Engineering; Modeling and Simulation; Condensed Matter Physics,JCR+CAS+EI
"JOURNAL OF ENGINEERING, DESIGN AND TECHNOLOGY",,,,,,,,17260531,-,Emerald Publishing,United Kingdom,Engineering (all),EI
"JOURNAL OF ENGINEERING, PROJECT, AND PRODUCTION MANAGEMENT",,,,,,,,22216529,22238379,Engineering Project and Production Management,Poland,"Business, Management and Accounting (miscellaneous); Engineering (miscellaneous); Mechanical Engineering",EI
JOURNAL OF ENGINEERING-JOE,1.0,Q3,107/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0.3,,,"LANGUAGE & LINGUISTICS(AHCI);LITERATURE, BRITISH ISLES(AHCI);LITERATURE, GERMAN, DUTCH, SCANDINAVIAN(AHCI);MEDIEVAL & RENAISSANCE STUDIES(AHCI)",2,否,否,,,,,,JCR+CAS
JOURNAL OF ENGLISH AS A LINGUA FRANCA,1.2,Q2,114/303,LANGUAGE & LINGUISTICS(ESCI);LINGUISTICS(ESCI),2,否,否,,,,,,JCR+CAS
JOURNAL OF ENGLISH FOR ACADEMIC PURPOSES,3.4,Q1,22/303,EDUCATION & EDUCATIONAL RESEARCH(SSCI);LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),1,是,否,,,,,,JCR+CAS
JOURNAL OF ENGLISH LINGUISTICS,1.3,Q2,102/303,LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),2,否,否,,,,,,JCR+CAS
JOURNAL OF ENHANCED HEAT TRANSFER,1.5,Q3,54/79,"ENGINEERING, MECHANICAL(SCIE);THERMODYNAMICS(SCIE)",4,否,否,10655131,-,Begell House Inc.,United States,Fluid Flow and Transfer Processes; Mechanical Engineering; Condensed Matter Physics,JCR+CAS+EI
JOURNAL OF ENTERPRISE INFORMATION MANAGEMENT,6.4,Q1,10/166,INFORMATION SCIENCE & LIBRARY SCIENCE(SSCI);MANAGEMENT(SSCI),3,否,否,,,,,,JCR+CAS
JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,2.5,Q3,174/316,BUSINESS(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENTERPRISING CULTURE,0.6,Q4,276/316,BUSINESS(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENTOMOLOGICAL SCIENCE,0.7,Q4,85/110,ENTOMOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENTREPRENEURSHIP,1.9,Q3,197/316,BUSINESS(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENTREPRENEURSHIP AND PUBLIC POLICY,1.7,Q2,260/617,ECONOMICS(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES,3.0,Q2,148/316,BUSINESS(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND INNOVATION,2.4,Q3,179/316,BUSINESS(ESCI),4,否,是,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENT & DEVELOPMENT,2.0,Q2,25/65,DEVELOPMENT STUDIES(SSCI);ENVIRONMENTAL STUDIES(SSCI);REGIONAL & URBAN PLANNING(SSCI),3,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL ACCOUNTING AND MANAGEMENT,0.8,Q4,99/102,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,0.7,Q4,55/65,"ENGINEERING, GEOLOGICAL(SCIE);GEOCHEMISTRY & GEOPHYSICS(SCIE)",4,否,否,10831363,19432658,Society of Exploration Geophysicists,United States,Geophysics; Geotechnical Engineering and Engineering Geology; Environmental Engineering,JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL BIOLOGY,0.7,Q4,354/374,ENVIRONMENTAL SCIENCES(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,7.2,Q1,25/175,"ENGINEERING, CHEMICAL(SCIE);ENGINEERING, ENVIRONMENTAL(SCIE)",2,否,否,-,22133437,Elsevier Ltd,United Kingdom,Chemical Engineering (miscellaneous); Process Chemistry and Technology; Pollution; Waste Management and Disposal,JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,5.9,Q1,40/617,BUSINESS(SSCI);ECONOMICS(SSCI);ENVIRONMENTAL STUDIES(SSCI),2,否,否,00950696,10960449,Academic Press Inc.,United States,"Economics and Econometrics; Management, Monitoring, Policy and Law",JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL ECONOMICS AND POLICY,1.2,Q4,158/191,ENVIRONMENTAL STUDIES(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL EDUCATION,2.4,Q1,142/756,EDUCATION & EDUCATIONAL RESEARCH(SSCI);ENVIRONMENTAL STUDIES(SSCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL ENGINEERING,1.6,Q3,116/183,"ENGINEERING, CIVIL(SCIE);ENGINEERING, ENVIRONMENTAL(SCIE);ENVIRONMENTAL SCIENCES(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL ENGINEERING (JAPAN),,,,,,,,13480685,1881817X,Architectural Institute of Japan,Japan,Environmental Engineering,EI
JOURNAL OF ENVIRONMENTAL ENGINEERING (UNITED STATES),,,,,,,,07339372,19437870,American Society of Civil Engineers (ASCE),United States,Civil and Structural Engineering; Environmental Science (all); Environmental Chemistry; Environmental Engineering,EI
JOURNAL OF ENVIRONMENTAL ENGINEERING AND LANDSCAPE MANAGEMENT,1.1,Q4,337/374,ENVIRONMENTAL SCIENCES(SCIE),4,否,是,16486897,18224199,Vilnius Gediminas Technical University,Lithuania,"Environmental Engineering; Management, Monitoring, Policy and Law; Nature and Landscape Conservation",JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL ENGINEERING AND SCIENCE,0.7,Q4,75/83,"ENGINEERING, ENVIRONMENTAL(ESCI)",4,否,否,14962551,1496256X,ICE Publishing,United Kingdom,Environmental Science (all),JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL HEALTH,1.0,Q4,343/419,"ENVIRONMENTAL SCIENCES(SCIE);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE AND ENGINEERING,2.8,Q3,206/374,"ENGINEERING, ENVIRONMENTAL(SCIE);ENVIRONMENTAL SCIENCES(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL INFORMATICS,5.4,Q1,79/374,ENVIRONMENTAL SCIENCES(SCIE),2,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL LAW,2.7,Q1,22/434,ENVIRONMENTAL STUDIES(SSCI);LAW(SSCI),3,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL MANAGEMENT,8.4,Q1,31/374,ENVIRONMENTAL SCIENCES(SCIE),2,是,否,03014797,10958630,Academic Press,United Kingdom,"Environmental Engineering; Management, Monitoring, Policy and Law; Waste Management and Disposal",JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY,2.9,Q2,49/106,TOXICOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,3.6,Q1,9/65,DEVELOPMENT STUDIES(SSCI);REGIONAL & URBAN PLANNING(SSCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL POLICY & PLANNING,2.2,Q2,20/65,DEVELOPMENT STUDIES(SSCI);REGIONAL & URBAN PLANNING(SSCI),3,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,7.0,Q1,11/221,"ENVIRONMENTAL STUDIES(SSCI);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)",1,是,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL QUALITY,2.3,Q3,241/374,ENVIRONMENTAL SCIENCES(SCIE),4,否,否,00472425,15372537,John Wiley and Sons Inc,United States,"Environmental Engineering; Management, Monitoring, Policy and Law; Pollution; Waste Management and Disposal; Water Science and Technology",JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,2.1,Q3,259/374,ENVIRONMENTAL SCIENCES(SCIE),3,否,否,0265931X,18791700,Elsevier Ltd,United Kingdom,"Environmental Chemistry; Health, Toxicology and Mutagenesis; Pollution; Waste Management and Disposal",JCR+CAS+EI
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH - PART A TOXIC/HAZARDOUS SUBSTANCES AND ENVIRONMENTAL ENGINEERING,,,,,,,,10934529,15324117,Taylor and Francis Ltd.,United States,Environmental Engineering,EI
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH - PART B PESTICIDES, FOOD CONTAMINANTS, AND AGRICULTURAL WASTES",,,,,,,,03601234,15324109,Taylor and Francis Ltd.,United States,Food Science; Pollution,EI
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,2.1,Q3,259/374,"ENGINEERING, ENVIRONMENTAL(SCIE);ENVIRONMENTAL SCIENCES(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,1.8,Q3,247/419,"ENVIRONMENTAL SCIENCES(SCIE);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-TOXICOLOGY AND CARCINOGENESIS,2.3,Q3,208/326,ENVIRONMENTAL SCIENCES(SCIE);ONCOLOGY(SCIE);TOXICOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH, PART C: TOXICOLOGY AND CARCINOGENESIS",,,,,,,,26896583,26896591,Taylor and Francis Ltd.,United States,"Cancer Research; Health, Toxicology and Mutagenesis",EI
JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT,0.3,Q4,371/374,ENVIRONMENTAL SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL SCIENCES,6.3,Q1,61/374,ENVIRONMENTAL SCIENCES(SCIE),2,否,否,,,,,,JCR+CAS
JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES,2.3,Q3,116/191,ENVIRONMENTAL SCIENCES(ESCI);ENVIRONMENTAL STUDIES(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,5.4,Q1,12/72,"BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, MEDICINAL(SCIE)",2,否,是,,,,,,JCR+CAS
JOURNAL OF EPIDEMIOLOGY,3.0,Q2,109/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)",2,否,是,,,,,,JCR+CAS
JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,3.7,Q1,72/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)",2,否,否,,,,,,JCR+CAS
JOURNAL OF EPIDEMIOLOGY AND GLOBAL HEALTH,3.1,Q1,98/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)",4,否,是,,,,,,JCR+CAS
JOURNAL OF EPIDEMIOLOGY AND POPULATION HEALTH,,,,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE)",,,,,,,,,
JOURNAL OF EQUINE VETERINARY SCIENCE,1.6,Q2,67/170,VETERINARY SCIENCES(SCIE),3,否,否,,,,,,JCR+CAS
JOURNAL OF ESSENTIAL OIL BEARING PLANTS,1.8,Q2,127/273,PLANT SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF ESSENTIAL OIL RESEARCH,2.1,Q3,41/75,"CHEMISTRY, APPLIED(SCIE);FOOD SCIENCE & TECHNOLOGY(SCIE)",3,否,否,10412905,-,Taylor and Francis Ltd.,United States,Chemistry (all),JCR+CAS+EI
JOURNAL OF ESTHETIC AND RESTORATIVE DENTISTRY,4.1,Q1,12/162,"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)",3,否,否,,,,,,JCR+CAS
JOURNAL OF ETA MARITIME SCIENCE,0.7,Q3,18/25,"ENGINEERING, MARINE(ESCI);TRANSPORTATION(ESCI);TRANSPORTATION SCIENCE & TECHNOLOGY(ESCI)",4,否,是,,,,,,JCR+CAS
JOURNAL OF ETHICS,0.8,Q4,58/77,ETHICS(ESCI);PHILOSOPHY(ESCI),2,否,否,,,,,,JCR+CAS
JOURNAL OF ETHNIC & CULTURAL DIVERSITY IN SOCIAL WORK,1.2,Q2,44/94,SOCIAL WORK(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ETHNIC AND MIGRATION STUDIES,3.1,Q1,1/39,DEMOGRAPHY(SSCI);ETHNIC STUDIES(SSCI),2,是,否,,,,,,JCR+CAS
JOURNAL OF ETHNICITY IN CRIMINAL JUSTICE,1.0,Q3,78/111,CRIMINOLOGY & PENOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE,1.2,Q4,45/58,"SUBSTANCE ABUSE(SCIE, SSCI)",4,否,否,,,,,,JCR+CAS
JOURNAL OF ETHNOBIOLOGY,1.3,Q2,41/141,ANTHROPOLOGY(SSCI);BIOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,3.7,Q1,10/73,BIODIVERSITY CONSERVATION(SCIE);PHARMACOLOGY & PHARMACY(SCIE);PLANT SCIENCES(SCIE),2,否,是,,,,,,JCR+CAS
JOURNAL OF ETHNOPHARMACOLOGY,5.4,Q1,5/45,"CHEMISTRY, MEDICINAL(SCIE);INTEGRATIVE & COMPLEMENTARY MEDICINE(SCIE);PHARMACOLOGY & PHARMACY(SCIE);PLANT SCIENCES(SCIE)",2,否,否,,,,,,JCR+CAS
JOURNAL OF ETHOLOGY,0.8,Q3,131/181,BEHAVIORAL SCIENCES(SCIE);ZOOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF EUKARYOTIC MICROBIOLOGY,2.6,Q3,99/163,MICROBIOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
JOURNAL OF EUROPEAN COMPETITION LAW & PRACTICE,1.0,Q2,141/434,LAW(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF EUROPEAN INTEGRATION,3.1,Q1,17/169,INTERNATIONAL RELATIONS(SSCI);POLITICAL SCIENCE(SSCI),1,是,否,,,,,,JCR+CAS
JOURNAL OF EUROPEAN PUBLIC POLICY,4.5,Q1,18/322,POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI),1,是,否,,,,,,JCR+CAS
JOURNAL OF EUROPEAN REAL ESTATE RESEARCH,0.9,Q3,180/241,"BUSINESS, FINANCE(ESCI)",4,否,否,,,,,,JCR+CAS
JOURNAL OF EUROPEAN SOCIAL POLICY,3.2,Q1,10/68,PUBLIC ADMINISTRATION(SSCI);SOCIAL ISSUES(SSCI),1,是,否,,,,,,JCR+CAS
JOURNAL OF EUROPEAN STUDIES,0.6,,,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",4,否,否,,,,,,JCR+CAS
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,2.1,Q2,94/332,"HEALTH CARE SCIENCES & SERVICES(SCIE);MEDICAL INFORMATICS(SCIE);MEDICINE, GENERAL & INTERNAL(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF EVIDENCE BASED MEDICINE,3.5,Q1,53/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",2,否,否,,,,,,JCR+CAS
JOURNAL OF EVIDENCE-BASED DENTAL PRACTICE,4.0,Q1,14/162,"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)",3,否,否,,,,,,JCR+CAS
JOURNAL OF EVIDENCE-BASED INTEGRATIVE MEDICINE,3.6,Q1,9/45,INTEGRATIVE & COMPLEMENTARY MEDICINE(ESCI),4,否,是,,,,,,JCR+CAS
JOURNAL OF EVIDENCE-BASED PSYCHOTHERAPIES,0.5,Q4,174/185,"PSYCHOLOGY, CLINICAL(SSCI)",4,否,否,,,,,,JCR+CAS
JOURNAL OF EVIDENCE-BASED SOCIAL WORK,1.4,Q2,36/94,SOCIAL WORK(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF EVOLUTION EQUATIONS,1.2,Q1,84/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",3,否,否,,,,,,JCR+CAS
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,0.5,Q4,84/87,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);EVOLUTIONARY BIOLOGY(SCIE);PHYSIOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF EVOLUTIONARY BIOLOGY,2.3,Q2,25/53,ECOLOGY(SCIE);EVOLUTIONARY BIOLOGY(SCIE);GENETICS & HEREDITY(SCIE),3,否,否,,,,,,JCR+CAS
JOURNAL OF EVOLUTIONARY ECONOMICS,1.8,Q2,234/617,ECONOMICS(SSCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF EXERCISE REHABILITATION,1.6,Q2,75/173,REHABILITATION(ESCI),4,否,是,,,,,,JCR+CAS
JOURNAL OF EXERCISE SCIENCE & FITNESS,3.5,Q1,18/133,SPORT SCIENCES(SCIE),3,否,是,,,,,,JCR+CAS
JOURNAL OF EXOTIC PET MEDICINE,0.6,Q3,127/170,VETERINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIENTIAL EDUCATION,1.1,Q3,397/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),4,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,12.8,Q1,22/326,ONCOLOGY(SCIE),1,是,是,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,1.7,Q3,149/204,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)",4,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL AND THEORETICAL ARTIFICIAL INTELLIGENCE,,,,,,,,0952813X,13623079,Taylor and Francis Ltd.,United Kingdom,Artificial Intelligence; Software; Theoretical Computer Science,EI
JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,0.8,Q3,83/114,"PHYSICS, MULTIDISCIPLINARY(SCIE)",4,否,否,10637761,10906509,Pleiades Publishing,Russian Federation,Physics and Astronomy (all),JCR+CAS+EI
JOURNAL OF EXPERIMENTAL BIOLOGY,2.6,Q1,12/181,ZOOLOGY(SCIE),2,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL BOTANY,5.7,Q1,24/273,PLANT SCIENCES(SCIE),2,是,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2.0,Q2,50/102,"PSYCHOLOGY, DEVELOPMENTAL(SSCI);PSYCHOLOGY, EXPERIMENTAL(SSCI)",3,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL CRIMINOLOGY,2.0,Q1,22/111,CRIMINOLOGY & PENOLOGY(SSCI),2,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL EDUCATION,1.7,Q2,260/756,"EDUCATION & EDUCATIONAL RESEARCH(SSCI);PSYCHOLOGY, EDUCATIONAL(SSCI)",3,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,1.8,Q2,50/119,ECOLOGY(SCIE);MARINE & FRESHWATER BIOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL MEDICINE,10.6,Q1,12/183,"IMMUNOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)",1,是,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL NANOSCIENCE,2.8,Q2,87/187,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE);PHYSICS, APPLIED(SCIE)",4,否,是,17458080,17458099,Taylor and Francis Ltd.,United Kingdom,Bioengineering; Biomedical Engineering; Materials Science (all),JCR+CAS+EI
JOURNAL OF EXPERIMENTAL ORTHOPAEDICS,2.7,Q1,64/312,ORTHOPEDICS(ESCI);SURGERY(ESCI),3,否,是,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL POLITICAL SCIENCE,3.4,Q1,36/322,POLITICAL SCIENCE(ESCI),2,否,否,,,,,,JCR+CAS
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,0.9,Q3,116/181,"BEHAVIORAL SCIENCES(SCIE);PSYCHOLOGY(SCIE);PSYCHOLOGY, BIOLOGICAL(SSCI);PSYCHOLOGY, EXPERIMENTAL(SSCI);ZOOLOGY(SCIE)",4,否,否,,,,,,JCR+CAS
